Name,Identity,E_value,Length,ACC_number
NADPH-cytochrome P450 reductase [Rhopalosiphum padi] >gb|ANE10145.1| NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.3917963224893918,1.26813e-160,681,ANE10142
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.3917963224893918,1.69692e-160,681,ANE10117
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.3917963224893918,1.38243e-160,681,ANE10174
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.3917963224893918,1.47488e-160,681,ANE10102
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.3917963224893918,1.45905e-160,681,ANE10164
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.3917963224893918,1.39743e-160,681,ANE10215
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.3917963224893918,1.42791e-160,681,ANE10127
NADPH--cytochrome P450 reductase isoform X1 [Tachyglossus aculeatus],0.39178515007898895,5.67696e-141,703,XP_038615341
NADPH--cytochrome P450 reductase isoform X2 [Tachyglossus aculeatus] >ref|XP_038615343.1| NADPH--cytochrome P450 reductase isoform X2 [Tachyglossus aculeatus],0.39178515007898895,1.42136e-142,676,XP_038615342
P450 (cytochrome) oxidoreductase b isoform X1 [Gambusia affinis] >ref|XP_043976091.1| P450 (cytochrome) oxidoreductase b isoform X1 [Gambusia affinis],0.3916913946587537,1.50555e-148,673,XP_043976090
PREDICTED: NADPH--cytochrome P450 reductase isoform X1 [Poecilia formosa] >ref|XP_007564213.1| PREDICTED: NADPH--cytochrome P450 reductase isoform X1 [Poecilia formosa],0.3916913946587537,2.8104e-148,673,XP_007564212
NADPH--cytochrome P450 reductase-like protein [Labeo rohita],0.391653290529695,6.84993e-139,629,RXN06123
NADPH--cytochrome P450 reductase isoform X1 [Maniola jurtina],0.391653290529695,7.40684e-133,682,XP_045785726
NADPH--cytochrome P450 reductase [Pseudonaja textilis] >ref|XP_026564442.1| NADPH--cytochrome P450 reductase [Pseudonaja textilis] >ref|XP_026564443.1| NADPH--cytochrome P450 reductase [Pseudonaja textilis],0.39164086687306504,4.98958e-146,681,XP_026564441
NADPH--cytochrome p450 reductase [Plakobranchus ocellatus],0.39164086687306504,9.64257e-147,690,GFO34081
NADPH--cytochrome P450 reductase isoform X1 [Bombus affinis],0.39158576051779936,3.32444e-146,694,XP_050597832
NADPH--cytochrome P450 reductase isoform X2 [Bombus affinis],0.39158576051779936,2.31042e-146,679,XP_050597833
NADPH--cytochrome P450 reductase isoform X1 [Bombus terrestris],0.39158576051779936,8.20035e-146,694,XP_012173161
NADPH--cytochrome P450 reductase isoform X1 [Bombus impatiens] >ref|XP_033185267.1| NADPH--cytochrome P450 reductase isoform X1 [Bombus vancouverensis nearcticus] >ref|XP_033320036.1| NADPH--cytochrome P450 reductase isoform X1 [Bombus bifarius],0.39158576051779936,2.11143e-145,694,XP_012246140
NADPH--cytochrome P450 reductase isoform X2 [Bombus impatiens] >ref|XP_033185268.1| NADPH--cytochrome P450 reductase isoform X2 [Bombus vancouverensis nearcticus] >ref|XP_033320037.1| NADPH--cytochrome P450 reductase isoform X2 [Bombus bifarius],0.39158576051779936,1.74441e-145,679,XP_012246141
NADPH--cytochrome P450 reductase isoform X2 [Molothrus ater],0.3915756630265211,1.59969e-148,643,XP_036250874
hypothetical protein EGW08_020182 [Elysia chlorotica],0.3915756630265211,3.00625e-142,686,RUS72053
NADPH--cytochrome P450 reductase [Parambassis ranga],0.39156626506024095,9.95691e-150,675,XP_028275299
P450 (cytochrome) oxidoreductase b isoform X1 [Epinephelus lanceolatus],0.39156626506024095,4.03625e-148,675,XP_033486895
"NADPH--cytochrome P450 reductase, partial [Fulmarus glacialis]",0.3915022761760243,5.23935e-145,687,KFV98908
NADPH--cytochrome P450 reductase isoform X2 [Archocentrus centrarchus],0.39144215530903326,3.38318e-145,635,XP_030600562
hypothetical protein KR074_007206 [Drosophila pseudoananassae],0.3914327917282127,1.21266e-141,678,KAH8335811
hypothetical protein ILUMI_09293 [Ignelater luminosus],0.3914327917282127,2.20743e-151,691,KAF2896883
NCPR reductase [Eudromia elegans],0.3914327917282127,2.89144e-150,680,NXA35254
NADPH--cytochrome P450 reductase [Athene cunicularia],0.3914327917282127,1.52179e-151,677,XP_026717510
hypothetical protein M8J76_000429 [Diaphorina citri],0.3913738019169329,4.02739e-136,676,KAI5718794
PREDICTED: NADPH--cytochrome P450 reductase [Anolis carolinensis],0.3913738019169329,7.39863e-142,678,XP_008120878
"unnamed protein product, partial [Didymodactylos carnosus] >emb|CAF4245190.1| unnamed protein product, partial [Didymodactylos carnosus]",0.391304347826087,2.68726e-137,632,CAF1364267
NADPH--cytochrome P450 reductase [Adelges cooleyi] >ref|XP_050429829.1| NADPH--cytochrome P450 reductase [Adelges cooleyi],0.39124087591240875,7.51915e-160,681,XP_050429828
NADPH-cytochrome P450 oxidoreductase [Gallus gallus],0.3911719939117199,2.17981e-146,676,ADM18969
NADPH--cytochrome P450 reductase isoform X1 [Corvus hawaiiensis] >ref|XP_048180547.1| NADPH--cytochrome P450 reductase isoform X1 [Corvus hawaiiensis] >ref|XP_048180548.1| NADPH--cytochrome P450 reductase isoform X1 [Corvus hawaiiensis],0.3911719939117199,9.61047e-148,677,XP_048180546
NCPR reductase [Peucedramus taeniatus],0.3911719939117199,1.00815e-148,680,NXQ11795
NADPH--cytochrome P450 reductase [Gallus gallus] >ref|XP_015151204.2| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758290.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758291.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758292.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758293.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758294.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758295.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758296.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758297.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758298.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758300.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758301.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758302.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758303.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758304.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758305.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758306.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046758307.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785966.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785967.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785968.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785969.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785970.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785971.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785972.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785973.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785974.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785975.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785976.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785977.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785978.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785979.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785980.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785981.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785982.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus] >ref|XP_046785984.1| NADPH--cytochrome P450 reductase isoform X1 [Gallus gallus],0.3911719939117199,7.20085e-149,676,NP_001182725
NCPR reductase [Loxia leucoptera],0.3911719939117199,1.04284e-149,679,NXH01523
NCPR reductase [Regulus satrapa],0.3911719939117199,3.40058e-148,680,NWR48452
NCPR reductase [Cnemophilus loriae],0.3911719939117199,3.55012e-148,680,NXA99419
NADPH--cytochrome P450 reductase [Hirundo rustica] >ref|XP_039938174.1| NADPH--cytochrome P450 reductase [Hirundo rustica] >ref|XP_039938175.1| NADPH--cytochrome P450 reductase [Hirundo rustica],0.3911719939117199,5.98537e-149,677,XP_039938173
NCPR reductase [Malurus elegans],0.3911719939117199,5.40103e-149,680,NWV60026
NCPR reductase [Eulacestoma nigropectus],0.3911719939117199,5.88632e-148,680,NXB28293
NCPR reductase [Loxia curvirostra],0.3911719939117199,3.26341e-149,679,NWZ02333
NCPR reductase [Cercotrichas coryphoeus],0.3911719939117199,5.57806e-148,680,NXC81309
NCPR reductase [Pycnonotus jocosus],0.3911719939117199,7.53883e-148,680,NXR82882
NCPR reductase [Psophia crepitans],0.3911719939117199,9.05168e-148,680,NXI99074
NADPH--cytochrome P450 reductase isoform X1 [Serinus canaria] >ref|XP_030088775.2| NADPH--cytochrome P450 reductase isoform X1 [Serinus canaria] >ref|XP_030088776.2| NADPH--cytochrome P450 reductase isoform X1 [Serinus canaria] >ref|XP_030088777.2| NADPH--cytochrome P450 reductase isoform X1 [Serinus canaria] >ref|XP_050837742.1| NADPH--cytochrome P450 reductase isoform X1 [Serinus canaria] >ref|XP_050837743.1| NADPH--cytochrome P450 reductase isoform X1 [Serinus canaria],0.3911719939117199,3.85404e-150,676,XP_018774873
NCPR reductase [Irena cyanogastra],0.3911719939117199,1.13483e-148,680,NXI08634
NADPH--cytochrome P450 reductase isoform X1 [Coturnix japonica] >ref|XP_015736213.1| NADPH--cytochrome P450 reductase isoform X1 [Coturnix japonica] >ref|XP_015736214.1| NADPH--cytochrome P450 reductase isoform X1 [Coturnix japonica],0.3911719939117199,8.1069e-148,676,XP_015736212
NADPH--cytochrome P450 reductase [Drosophila busckii] >ref|XP_017853935.1| NADPH--cytochrome P450 reductase [Drosophila busckii] >gb|ALC38386.1| Cpr [Drosophila busckii],0.39111111111111113,1.77896e-142,681,XP_017853934
NADPH--cytochrome P450 reductase-like isoform X2 [Salmo trutta] >ref|XP_029546795.1| NADPH--cytochrome P450 reductase-like isoform X2 [Salmo trutta],0.39104477611940297,2.56245e-149,635,XP_029546794
NADPH--cytochrome P450 reductase [Vombatus ursinus] >ref|XP_027717483.1| NADPH--cytochrome P450 reductase [Vombatus ursinus] >ref|XP_027717484.1| NADPH--cytochrome P450 reductase [Vombatus ursinus],0.3910355486862442,1.45934e-145,677,XP_027717482
NADPH--cytochrome P450 reductase-like isoform X2 [Rhipicephalus microplus] >ref|XP_037287335.1| NADPH--cytochrome P450 reductase-like isoform X2 [Rhipicephalus microplus] >ref|XP_037287342.1| NADPH--cytochrome P450 reductase-like isoform X2 [Rhipicephalus microplus],0.391025641025641,2.16922e-140,684,XP_037287328
PREDICTED: NADPH--cytochrome P450 reductase isoform X2 [Bemisia tabaci] >ref|XP_018914304.1| PREDICTED: NADPH--cytochrome P450 reductase isoform X2 [Bemisia tabaci],0.391025641025641,9.90095e-150,678,XP_018914303
NADPH--cytochrome P450 reductase [Eumeta japonica],0.391025641025641,4.62922e-137,634,GBP76213
CPR [Bemisia tabaci],0.391025641025641,1.55597e-149,678,AGT15701
NADPH--cytochrome P450 reductase-like isoform X1 [Rhipicephalus microplus],0.391025641025641,4.48068e-140,701,XP_037287322
unnamed protein product [Bemisia tabaci],0.391025641025641,1.73278e-149,678,CAH0389925
P450 (cytochrome) oxidoreductase b isoform X2 [Morone saxatilis],0.39097744360902253,3.40905e-147,635,XP_035535822
NADPH--cytochrome P450 reductase-like isoform X3 [Carassius auratus],0.3909657320872274,3.5708e-146,634,XP_026138738
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.3909348441926346,1.48349e-159,681,ANE10105
NADPH--cytochrome P450 reductase isoform X1 [Terrapene carolina triunguis] >ref|XP_026512346.1| NADPH--cytochrome P450 reductase isoform X1 [Terrapene carolina triunguis],0.39082278481012656,9.29005e-146,677,XP_026512345
P450 (cytochrome) oxidoreductase b isoform X1 [Pangasianodon hypophthalmus] >ref|XP_034170698.1| P450 (cytochrome) oxidoreductase b isoform X1 [Pangasianodon hypophthalmus],0.39082278481012656,3.8962e-146,676,XP_034170697
NADPH--cytochrome P450 reductase isoform X2 [Rana temporaria] >ref|XP_040192785.1| NADPH--cytochrome P450 reductase isoform X2 [Rana temporaria],0.39082278481012656,4.01788e-141,680,XP_040192784
P450 (cytochrome) oxidoreductase b isoform X2 [Alosa alosa],0.39082278481012656,1.41669e-145,634,XP_048120102
NADPH--cytochrome P450 reductase isoform X1 [Chelonoidis abingdonii],0.39082278481012656,1.83407e-145,703,XP_032645532
hypothetical protein PHYPO_G00119010 [Pangasianodon hypophthalmus],0.39082278481012656,1.35716e-145,719,KAB5535553
NADPH--cytochrome P450 reductase isoform X2 [Chelonoidis abingdonii] >ref|XP_032645534.1| NADPH--cytochrome P450 reductase isoform X2 [Chelonoidis abingdonii] >ref|XP_032645535.1| NADPH--cytochrome P450 reductase isoform X2 [Chelonoidis abingdonii],0.39082278481012656,1.07971e-145,672,XP_032645533
NADPH--cytochrome P450 reductase isoform X2 [Terrapene carolina triunguis],0.39082278481012656,2.70269e-146,633,XP_026512347
P450 (cytochrome) oxidoreductase b isoform X2 [Alosa sapidissima],0.39082278481012656,5.09421e-146,634,XP_041920137
NADPH--cytochrome P450 reductase isoform X1 [Rana temporaria],0.39082278481012656,4.32212e-141,697,XP_040192783
P450 (cytochrome) oxidoreductase b isoform X2 [Astyanax mexicanus],0.39082278481012656,2.79377e-144,634,XP_022534473
P450 (cytochrome) oxidoreductase b isoform X2 [Pangasianodon hypophthalmus],0.39082278481012656,1.04627e-146,634,XP_034170699
NADPH--cytochrome P450 reductase isoform X3 [Chelonoidis abingdonii],0.39082278481012656,2.85219e-146,633,XP_032645536
NADPH--cytochrome P450 reductase isoform X3 [Rana temporaria],0.39082278481012656,4.6897e-142,633,XP_040192786
PREDICTED: NADPH--cytochrome P450 reductase isoform X1 [Nothobranchius furzeri] >gb|KAF7219117.1| transcript variant X1 [Nothobranchius furzeri],0.39078751857355126,3.36234e-143,672,XP_015807230
NADPH--cytochrome P450 reductase isoform X2 [Aethina tumida],0.3907563025210084,3.34867e-159,699,XP_019865279
PREDICTED: NADPH--cytochrome P450 reductase isoform X1 [Bemisia tabaci] >ref|XP_018914301.1| PREDICTED: NADPH--cytochrome P450 reductase isoform X1 [Bemisia tabaci] >ref|XP_018914302.1| PREDICTED: NADPH--cytochrome P450 reductase isoform X1 [Bemisia tabaci],0.39074960127591707,9.04935e-150,680,XP_018914300
NADPH--cytochrome P450 reductase-like [Chanos chanos],0.3907380607814761,3.67913e-152,676,XP_030632713
hypothetical protein HA402_009045 [Bradysia odoriphaga],0.39067524115755625,4.07082e-136,676,KAG4065484
NADPH--cytochrome P450 reductase [Ciona intestinalis],0.390625,4.55098e-141,673,XP_002130153
NADPH--cytochrome P450 reductase isoform X1 [Odontomachus brunneus],0.3905325443786982,6.53833e-153,696,XP_032667492
PREDICTED: NADPH--cytochrome P450 reductase isoform X3 [Hippocampus comes],0.3904761904761905,2.35276e-140,644,XP_019741558
PREDICTED: NADPH--cytochrome P450 reductase isoform X4 [Hippocampus comes],0.3904761904761905,4.5129e-140,635,XP_019741559
P450 (cytochrome) oxidoreductase b isoform X2 [Oreochromis aureus],0.3904761904761905,7.02624e-146,635,XP_039478675
EOG090X027R [Daphnia longispina],0.39046199701937406,5.76468e-135,693,SVE76255
P450 (cytochrome) oxidoreductase b isoform X1 [Cyclopterus lumpus],0.39046199701937406,6.34867e-148,685,XP_034404109
P450 (cytochrome) oxidoreductase b isoform X2 [Hippoglossus stenolepis] >ref|XP_035010152.1| P450 (cytochrome) oxidoreductase b isoform X2 [Hippoglossus stenolepis] >ref|XP_035010153.1| P450 (cytochrome) oxidoreductase b isoform X2 [Hippoglossus stenolepis],0.39046199701937406,6.43714e-150,678,XP_035010151
NADPH--cytochrome P450 reductase isoform X1 [Etheostoma spectabile],0.39046199701937406,4.36918e-150,678,XP_032363143
P450 (cytochrome) oxidoreductase b isoform X1 [Mugil cephalus],0.39046199701937406,1.18375e-147,675,XP_047449832
P450 (cytochrome) oxidoreductase b isoform X1 [Hippoglossus stenolepis],0.39046199701937406,1.14987e-149,704,XP_035010150
P450 (cytochrome) oxidoreductase b isoform X1 [Trematomus bernacchii],0.39046199701937406,2.01325e-146,678,XP_033970897
NADPH--cytochrome P450 reductase isoform X1 [Salarias fasciatus] >ref|XP_029964712.1| NADPH--cytochrome P450 reductase isoform X1 [Salarias fasciatus],0.3904320987654321,1.85677e-145,675,XP_029964711
NADPH-cytochrome P450 reductase [Anopheles minimus],0.3904,1.40676e-131,679,ABL75156
P450 (cytochrome) oxidoreductase b [Danio rerio],0.3904,3.24038e-145,671,NP_001307368
hypothetical protein OJAV_G00127650 [Oryzias javanicus],0.39039039039039036,3.38845e-146,633,RVE64602
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.60369e-159,681,ANE10236
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.60369e-159,681,ANE10110
NADPH-cytochrome P450 reductase [Rhopalosiphum padi] >gb|ANE10138.1| NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,6.75031e-160,681,ANE10133
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,2.4103e-159,681,ANE10243
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,6.60624e-160,681,ANE10238
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,6.06007e-160,681,ANE10112
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,3.10472e-160,681,ANE10120
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.45964e-158,681,ANE10173
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,5.8671e-160,681,ANE10258
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,5.38203e-160,681,ANE10188
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.8317e-160,681,ANE10202
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,3.42127e-160,681,ANE10235
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.10987e-160,681,ANE10153
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,3.72963e-160,681,ANE10183
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.10987e-160,681,ANE10207
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.33745e-158,681,ANE10179
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,8.10887e-160,681,ANE10113
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.85876e-159,681,ANE10204
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.13303e-159,681,ANE10185
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.22314e-159,681,ANE10122
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.36202e-159,681,ANE10184
NADPH-cytochrome P450 reductase [Rhopalosiphum padi] >gb|ANE10182.1| NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,4.10987e-160,681,ANE10180
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,7.85067e-160,681,ANE10150
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.36085e-159,681,ANE10119
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.51584e-159,681,ANE10254
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,9.53295e-160,681,ANE10212
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,9.53295e-160,681,ANE10101
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.13286e-159,681,ANE10151
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.56569e-159,681,ANE10116
NADPH--cytochrome P450 reductase isoform X2 [Rhopalosiphum maidis],0.39038189533239037,9.22941e-160,681,XP_026816177
hypothetical protein AGLY_001597 [Aphis glycines],0.39038189533239037,1.68848e-159,681,KAE9544418
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.14515e-159,681,ANE10246
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,9.80227e-153,681,ANE10178
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.92179e-159,681,ANE10249
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.33181e-159,681,ANE10177
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.39053e-159,681,ANE10253
NADPH-cytochrome P450 reductase [Rhopalosiphum padi] >gb|ANE10137.1| NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.96369e-159,681,ANE10135
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,2.05027e-159,681,ANE10124
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,2.0725e-159,681,ANE10196
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.37561e-159,681,ANE10220
NADPH-cytochrome P450 reductase [Rhopalosiphum padi] >gb|ANE10251.1| NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,8.46639e-160,681,ANE10159
NADPH-cytochrome P450 reductase [Rhopalosiphum padi] >gb|ANE10115.1| NADPH-cytochrome P450 reductase [Rhopalosiphum padi] >gb|ANE10130.1| NADPH-cytochrome P450 reductase [Rhopalosiphum padi] >gb|ANE10156.1| NADPH-cytochrome P450 reductase [Rhopalosiphum padi] >gb|ANE10165.1| NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.37561e-159,681,ANE10111
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,2.21105e-159,681,ANE10175
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,2.33356e-159,681,ANE10260
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.37561e-159,681,ANE10255
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.50704e-160,681,ANE10154
NADPH-cytochrome P450 reductase [Rhopalosiphum padi],0.39038189533239037,1.01703e-159,681,ANE10203
hypothetical protein SAMD00019534_045150 [Acytostelium subglobosum LB1] >dbj|GAM21340.1| hypothetical protein SAMD00019534_045150 [Acytostelium subglobosum LB1],0.39035769828926903,7.58703e-139,671,XP_012755459
NADPH--cytochrome P450 reductase [Aphelenchoides besseyi],0.3903225806451613,7.82864e-129,657,KAI6235641
NADPH--cytochrome P450 reductase isoform X1 [Lucilia cuprina],0.3903225806451613,1.09553e-137,672,XP_023309317
hypothetical protein FF38_06010 [Lucilia cuprina],0.3903225806451613,1.08384e-137,672,KNC28440
AAEL003349-PA [Aedes aegypti],0.3903225806451613,8.25372e-137,679,EAT45397
NADPH--cytochrome P450 reductase isoform X1 [Aedes aegypti] >ref|XP_021694731.1| NADPH--cytochrome P450 reductase isoform X1 [Aedes aegypti],0.3903225806451613,8.25372e-137,679,XP_021694729
"NCPR reductase, partial [Crocuta crocuta]",0.3902053712480253,7.71749e-145,704,KAF0874731
NADPH--cytochrome P450 reductase isoform X1 [Manis pentadactyla],0.3902053712480253,1.34988e-140,779,XP_036761337
NADPH--cytochrome P450 reductase [Pteropus alecto],0.3902053712480253,3.40392e-146,657,ELK06871
NADPH--cytochrome P450 reductase isoform X1 [Pararge aegeria] >emb|CAH2263985.1| jg16386 [Pararge aegeria aegeria],0.3900481540930979,8.32654e-131,682,XP_039746488
NADPH--cytochrome P450 reductase [Frankliniella occidentalis] >ref|XP_026271444.1| NADPH--cytochrome P450 reductase [Frankliniella occidentalis],0.3900481540930979,2.80579e-145,678,XP_026271443
NADPH--cytochrome P450 reductase isoform X2 [Geospiza fortis],0.39001560062402496,1.00888e-147,643,XP_030916509
unnamed protein product [Trichogramma brassicae],0.38996763754045305,1.23639e-131,710,CAB0037625
EOG090X027R [Daphnia carinata],0.38995568685376664,1.51672e-135,681,SVE74657
NCPR reductase [Nothoprocta pentlandii] >gb|NWX97798.1| NCPR reductase [Nothoprocta ornata],0.38995568685376664,1.78261e-147,680,NWX86643
"hypothetical protein YQE_08028, partial [Dendroctonus ponderosae] >gb|KAH1009324.1| hypothetical protein HUJ04_001694 [Dendroctonus ponderosae] >gb|KAH1009325.1| hypothetical protein HUJ04_001694 [Dendroctonus ponderosae]",0.3898809523809524,4.18969e-154,697,ENN75479
NADPH--cytochrome P450 reductase isoform X4 [Dendroctonus ponderosae] >ref|XP_019762939.2| NADPH--cytochrome P450 reductase isoform X4 [Dendroctonus ponderosae] >ref|XP_048522694.1| NADPH--cytochrome P450 reductase isoform X4 [Dendroctonus ponderosae],0.3898809523809524,1.62031e-154,680,XP_019762938
NADPH--cytochrome P450 reductase isoform X3 [Dendroctonus ponderosae],0.3898809523809524,2.93234e-154,686,XP_019762937
NADPH--cytochrome P450 reductase isoform X2 [Dendroctonus ponderosae] >gb|AFI45002.1| NADPH-dependent cytochrome P450 reductase [Dendroctonus ponderosae] >gb|ERL91636.1| hypothetical protein D910_08965 [Dendroctonus ponderosae] >gb|KAH1017322.1| hypothetical protein HUJ05_007980 [Dendroctonus ponderosae] >gb|KAH1017323.1| hypothetical protein HUJ05_007980 [Dendroctonus ponderosae],0.3898809523809524,3.3417e-154,697,XP_019762935
PREDICTED: NADPH--cytochrome P450 reductase [Amyelois transitella],0.3898573692551506,4.3684e-137,684,XP_013195874
NADPH--cytochrome P450 reductase-like [Pecten maximus] >ref|XP_033747467.1| NADPH--cytochrome P450 reductase-like [Pecten maximus],0.3898573692551506,5.1822e-141,677,XP_033731518
antennal oxidoreductase [Mamestra brassicae],0.38977635782747605,2.49212e-135,687,AAR26515
NADPH--cytochrome P450 reductase isoform X1 [Dermochelys coriacea] >ref|XP_038232232.1| NADPH--cytochrome P450 reductase isoform X1 [Dermochelys coriacea] >ref|XP_038232233.1| NADPH--cytochrome P450 reductase isoform X1 [Dermochelys coriacea] >ref|XP_043355376.1| NADPH--cytochrome P450 reductase isoform X1 [Dermochelys coriacea] >ref|XP_043355377.1| NADPH--cytochrome P450 reductase isoform X1 [Dermochelys coriacea] >ref|XP_043355379.1| NADPH--cytochrome P450 reductase isoform X1 [Dermochelys coriacea] >ref|XP_043355380.1| NADPH--cytochrome P450 reductase isoform X1 [Dermochelys coriacea] >ref|XP_043355381.1| NADPH--cytochrome P450 reductase isoform X1 [Dermochelys coriacea],0.38975155279503104,3.36904e-144,677,XP_038232230
